titles,links
The relationship between periodontal findings and articular involvement in a group of subjects suffering from rheumatoid arthritis.,https://pubmed.ncbi.nlm.nih.gov/4760752/
[Partial correlations among the indices related to periodontal disease].,https://pubmed.ncbi.nlm.nih.gov/6963303/
A multifaceted periodontal case.,https://pubmed.ncbi.nlm.nih.gov/6940851/
Periodontitis and gestational diabetes mellitus in non-smoking females.,https://pubmed.ncbi.nlm.nih.gov/23075430/
Cemental tear on a mandibular second molar: a case report.,https://pubmed.ncbi.nlm.nih.gov/20652798/
Periodontal disease is associated with gestational diabetes mellitus: a case-control study.,https://pubmed.ncbi.nlm.nih.gov/19905944/
Does periodontal infection have an effect on severe asthma in adults?,https://pubmed.ncbi.nlm.nih.gov/24224961/
[Prevalence of periodontal disease in junior high schoolchildren in hiroshima region. Part II. Finding of second examination].,https://pubmed.ncbi.nlm.nih.gov/3505557/
17beta-estradiol promotes cementoblast proliferation and cementum formation in experimental periodontitis.,https://pubmed.ncbi.nlm.nih.gov/20214440/
Salivary amylase in crevicular fluid.,https://pubmed.ncbi.nlm.nih.gov/7688771/
"Meta-analysis of the effect of scaling and root planing, surgical treatment and antibiotic therapies on periodontal probing depth and attachment loss.",https://pubmed.ncbi.nlm.nih.gov/12472990/
[Prevalence of periodontal disease in junior high schoolchildren in Hiroshima region. Part III. Findings of third examination].,https://pubmed.ncbi.nlm.nih.gov/3505558/
Efficacy of an intrapocket anesthetic for scaling and root planing procedures: a review of three multicenter studies.,https://pubmed.ncbi.nlm.nih.gov/17036571/
Clinical concepts for regenerative therapy in intrabony defects.,https://pubmed.ncbi.nlm.nih.gov/25867990/
[Mucogingival surgery in periodontal diseases].,https://pubmed.ncbi.nlm.nih.gov/6579684/
Treatment of periodontitis as a manifestation of neutropenia with or without systemic antibiotics: a systematic review.,https://pubmed.ncbi.nlm.nih.gov/23635971/
Efficacy of short-term adjunctive subantimicrobial dose doxycycline in diabetic patients--randomized study.,https://pubmed.ncbi.nlm.nih.gov/22621750/
Periodontal treatment in patients with chronic kidney disease: a pilot study.,https://pubmed.ncbi.nlm.nih.gov/27135778/
A videoscope for use in minimally invasive periodontal surgery.,https://pubmed.ncbi.nlm.nih.gov/23782239/
The impact of maintenance on peri-implant health.,https://pubmed.ncbi.nlm.nih.gov/31576958/
Treatment of infrabony defects with or without enamel matrix proteins: a 24-month follow-up randomized pilot study.,https://pubmed.ncbi.nlm.nih.gov/20165744/
Localized aggressive periodontitis in a patient with type 1 diabetes mellitus: a case report.,https://pubmed.ncbi.nlm.nih.gov/11577961/
Periodontal disease treatment by local drug delivery.,https://pubmed.ncbi.nlm.nih.gov/3891959/
Effect of Periodontal Therapy on Crevicular Fluid Interleukin-18 Level in Periodontal Health and Disease in Central Maharashtra (India) Population.,https://pubmed.ncbi.nlm.nih.gov/29109326/
Microbiology in diagnosis and treatment planning in periodontics.,https://pubmed.ncbi.nlm.nih.gov/16451512/
Clinical and microbiological effects of azithromycin in the treatment of generalized chronic periodontitis: a randomized placebo-controlled clinical trial.,https://pubmed.ncbi.nlm.nih.gov/21770996/
Ailing and failing endosseous dental implants: a literature review.,https://pubmed.ncbi.nlm.nih.gov/12761588/
[A comparison between 4 subgingival bacteriologic sampling technics].,https://pubmed.ncbi.nlm.nih.gov/1864852/
Periodontal regeneration with or without limited orthodontics for the treatment of 2- or 3-wall infrabony defects.,https://pubmed.ncbi.nlm.nih.gov/20629545/
Clinical evaluation of guided tissue regeneration combined with autogenous bone or autogenous bone mixed with bioactive glass in intrabony defects.,https://pubmed.ncbi.nlm.nih.gov/22167034/
Adjunctive use of essential oils following scaling and root planing -a randomized clinical trial.,https://pubmed.ncbi.nlm.nih.gov/27266517/
Periodontal diseases in Europe.,https://pubmed.ncbi.nlm.nih.gov/12102705/
Microbiological effects and recolonization patterns after adjunctive subgingival debridement with Er:YAG laser.,https://pubmed.ncbi.nlm.nih.gov/26419675/
The significance of gingivitis during the maintenance phase of periodontal treatment.,https://pubmed.ncbi.nlm.nih.gov/6948948/
Progression of chronic periodontitis can be predicted by the levels of Porphyromonas gingivalis and Treponema denticola in subgingival plaque.,https://pubmed.ncbi.nlm.nih.gov/19832799/
The significance of prior mechanical therapy for changes of periodontal status achieved by local delivery of a doxycyclinehyclate containing gel.,https://pubmed.ncbi.nlm.nih.gov/11737508/
Neutrophil hyper-responsiveness in periodontitis.,https://pubmed.ncbi.nlm.nih.gov/17652198/
Evaluation of a unique subgingival irrigation with 10% povidone-iodine after scaling and root planing: A randomized clinical trial.,https://pubmed.ncbi.nlm.nih.gov/27319812/
Periodontal status and serum antibody titers for Porphyromonas gingivalis fimbriae in a rural population in Japan.,https://pubmed.ncbi.nlm.nih.gov/11284541/
Association of interleukin-1 polymorphisms with periodontal disease.,https://pubmed.ncbi.nlm.nih.gov/15974847/
Levels of pentraxin-3 in gingival crevicular fluid and plasma in periodontal health and disease.,https://pubmed.ncbi.nlm.nih.gov/21080790/
Caries experience after periodontal treatment in aggressive and chronic periodontitis: results of a 10-year follow-up.,https://pubmed.ncbi.nlm.nih.gov/23351186/
"Experimental peri-implantitis in consecutively placed, loaded root-form and plate-form implants in adult Macaca mulatta monkeys.",https://pubmed.ncbi.nlm.nih.gov/9407407/
Volumetric analysis of intrabony defects in aggressive periodontitis patients following use of a novel composite alloplast: a pilot study.,https://pubmed.ncbi.nlm.nih.gov/21519556/
Periodontal treatment needs in Central and Eastern Europe.,https://pubmed.ncbi.nlm.nih.gov/12666970/
Interleukin-1beta and thiobarbituric acid reactive substance (TBARS) levels after phase I periodontal therapy in patients with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/11495136/
Salivary and serum leptin concentrations in patients with chronic periodontitis.,https://pubmed.ncbi.nlm.nih.gov/25537001/
"Effect of azithromycin, as an adjunct to nonsurgical periodontal treatment, on microbiological parameters and gingival crevicular fluid biomarkers in generalized aggressive periodontitis.",https://pubmed.ncbi.nlm.nih.gov/22571226/
Comparative detection frequency of 6 putative periodontal pathogens in Sudanese and Norwegian adult periodontitis patients.,https://pubmed.ncbi.nlm.nih.gov/7853128/
[Effect of worksite dental health program on periodontal status--evaluation by CPITN and bleeding on probing at each tooth].,https://pubmed.ncbi.nlm.nih.gov/9138774/
"Dental calculus: recent insights into occurrence, formation, prevention, removal and oral health effects of supragingival and subgingival deposits.",https://pubmed.ncbi.nlm.nih.gov/9395117/
Impact of oral contraceptives on periodontal health.,https://pubmed.ncbi.nlm.nih.gov/31149010/
The effect of ofloxacin on experimental periodontitis in hamsters infected with Actinomyces viscosus ATCC 15987.,https://pubmed.ncbi.nlm.nih.gov/2738835/
Significance of scaling and root planing with and without adjunctive use of a water-cooled pulsed Nd:YAG laser for the treatment of periodontal inflammation.,https://pubmed.ncbi.nlm.nih.gov/24036971/
A survey of clinicians: prioritization of dental treatment in leukemia patients prior to chemotherapy.,https://pubmed.ncbi.nlm.nih.gov/19548416/
Design of studies to evaluate plaque control agents.,https://pubmed.ncbi.nlm.nih.gov/292687/
CREST syndrome and periodontal surgery: a case report.,https://pubmed.ncbi.nlm.nih.gov/10368058/
Capacity of photodynamic therapy for microbial reduction in periodontal pockets.,https://pubmed.ncbi.nlm.nih.gov/19430726/
The effects of stress on periodontal treatment: a longitudinal investigation using clinical and biological markers.,https://pubmed.ncbi.nlm.nih.gov/23952266/
Adjunctive antimicrobial therapy of periodontitis: long-term effects on disease progression and oral colonization.,https://pubmed.ncbi.nlm.nih.gov/15898936/
[Clinical emergency in periodontology].,https://pubmed.ncbi.nlm.nih.gov/1077345/
Non-surgical periodontal treatment reduces cardiovascular risk in refractory hypertensive patients: a pilot study.,https://pubmed.ncbi.nlm.nih.gov/23639076/
The natural history of periodontal disease. The correlation of selected microbiological parameters with disease severity in Sri Lankan tea workers.,https://pubmed.ncbi.nlm.nih.gov/7593696/
Treatment of intrabony defects with guided tissue regeneration in aggressive periodontitis: clinical outcomes at 6 and 12 months.,https://pubmed.ncbi.nlm.nih.gov/26411859/
Metronidazole alone or with amoxicillin as adjuncts to non-surgical treatment of chronic periodontitis: a secondary analysis of microbiological results from a randomized clinical trial.,https://pubmed.ncbi.nlm.nih.gov/24834504/
Further evidence of the association between periodontal conditions and coronary artery disease.,https://pubmed.ncbi.nlm.nih.gov/15515345/
Therapeutic end-points in periodontal therapy.,https://pubmed.ncbi.nlm.nih.gov/6954143/
Correlation between gingival crevicular fluid dipeptidyl peptidase II and IV activity and periodontal attachment loss. A 2-year longitudinal study in chronic periodontitis patients.,https://pubmed.ncbi.nlm.nih.gov/8705828/
Subantimicrobial dose doxycycline enhances the efficacy of scaling and root planing in chronic periodontitis: a multicenter trial.,https://pubmed.ncbi.nlm.nih.gov/15455733/
An assessment of the validity of a constant force electronic probe in measuring probing depths.,https://pubmed.ncbi.nlm.nih.gov/8537866/
Multidisciplinary approach to apical surgery in conjunction with the loss of buccal cortical plate.,https://pubmed.ncbi.nlm.nih.gov/8028873/
Folate-receptor 1 level in periodontal disease: a pilot study.,https://pubmed.ncbi.nlm.nih.gov/31604439/
Association of Systemic Sclerosis and Periodontitis with Vitamin D Levels.,https://pubmed.ncbi.nlm.nih.gov/33672176/
"Effect of non-surgical periodontal therapy combined with adjunctive antibiotics in subjects with ""refractory"" periodontal disease. (I). Clinical results.",https://pubmed.ncbi.nlm.nih.gov/2693498/
Expression of cellular fibronectin mRNA in adult periodontitis and peri-implantitis: a real-time polymerase chain reaction study.,https://pubmed.ncbi.nlm.nih.gov/24008269/
Protease activity in gingival crevicular fluid from discrete periodontal sites in humans with periodontitis or gingivitis.,https://pubmed.ncbi.nlm.nih.gov/2196865/
Methanogenic archaea in subgingival sites: a review.,https://pubmed.ncbi.nlm.nih.gov/23078250/
Detection of putative periodontal pathogens in non-insulin-dependent diabetes mellitus and non-diabetes mellitus by polymerase chain reaction.,https://pubmed.ncbi.nlm.nih.gov/11246700/
Association of gingival crevicular fluid cortisol/dehydroepiandrosterone levels with periodontal status.,https://pubmed.ncbi.nlm.nih.gov/24669848/
Does dental and oral health influence the development and course of bisphosphonate-related osteonecrosis of the jaws (BRONJ)?,https://pubmed.ncbi.nlm.nih.gov/23512234/
Periodontitis in patients with coronary artery disease: an 8-year follow-up.,https://pubmed.ncbi.nlm.nih.gov/23725030/
The possible role of hydrogen sulfide in human periodontal disease. I. Hydrogen sulfide production in periodontal pockets.,https://pubmed.ncbi.nlm.nih.gov/4861566/
Bilateral creeping attachment using free mucosal grafts. A case report with 4-year follow-up.,https://pubmed.ncbi.nlm.nih.gov/6594504/
Clinical risk factors associated with incidence and progression of periodontal conditions in pregnant women.,https://pubmed.ncbi.nlm.nih.gov/15842265/
Stability of treated angular and horizontal bony defects: a retrospective radiographic evaluation in a private periodontal practice.,https://pubmed.ncbi.nlm.nih.gov/19186962/
Histological analysis of effects of 24% EDTA gel for nonsurgical treatment of periodontal tissues.,https://pubmed.ncbi.nlm.nih.gov/17220618/
Option-4 algorithm for Florida pocket depth probe: reduction in the variance of site-specific probeable crevice depth measurements.,https://pubmed.ncbi.nlm.nih.gov/10450811/
Evaluation of the effect of non-surgical periodontal treatment on oral health-related quality of life: estimation of minimal important differences 1 year after treatment.,https://pubmed.ncbi.nlm.nih.gov/24372439/
In adults: 47.2% have periodontitis! How about in orthodontic patients?,https://pubmed.ncbi.nlm.nih.gov/23876946/
Treatment of intrabony defects with guided tissue regeneration and enamel-matrix-proteins. An experimental study in monkeys.,https://pubmed.ncbi.nlm.nih.gov/10914886/
